150345 IPIXUNA DO PARA,32
150350 IRITUIA,8
150360 ITAITUBA,12
150370 ITUPIRANGA,168
150375 JACAREACANGA,3
150380 JACUNDA,172
150390 JURUTI,4
150400 LIMOEIRO DO AJURU,5
150405 MAE DO RIO,26
150410 MAGALHAES BARATA,27
150420 MARABA,24
150430 MARACANA,7
150440 MARAPANIM,6
150442 MARITUBA,24
150445 MEDICILANDIA,15
150450 MELGACO,3
150460 MOCAJUBA,4
150470 MOJU,15
150475 MOJUI DOS CAMPOS,11
150480 MONTE ALEGRE,108
150490 MUANA,11
150495 NOVA ESPERANCA DO PIRIA,2
150497 NOVA IPIXUNA,4
150500 NOVA TIMBOTEUA,1
150503 NOVO PROGRESSO,113
150506 NOVO REPARTIMENTO,73
150510 OBIDOS,7
150520 OEIRAS DO PARA,9
150530 ORIXIMINA,10
150540 OUREM,2
150543 OURILANDIA DO NORTE,6
150548 PACAJA,12
150549 PALESTINA DO PARA,9
150550 PARAGOMINAS,67
150553 PARAUAPEBAS,416
150555 PAU D'ARCO,54
150560 PEIXE-BOI,9
150563 PICARRA,7
150565 PLACAS,3
150570 PONTA DE PEDRAS,5
150580 PORTEL,4
150590 PORTO DE MOZ,2
150600 PRAINHA,52
150610 PRIMAVERA,2
150611 QUATIPURU,5
150613 REDENCAO,50
150616 RIO MARIA,93
150618 RONDON DO PARA,25
150619 RUROPOLIS,77
150620 SALINOPOLIS,37
150635 SANTA BARBARA DO PARA,8
150650 SANTA IZABEL DO PARA,146
150655 SANTA LUZIA DO PARA,30
150658 SANTA MARIA DAS BARREIRAS,2
150660 SANTA MARIA DO PARA,6
150670 SANTANA DO ARAGUAIA,36
150680 SANTAREM,49
150690 SANTAREM NOVO,1
150700 SANTO ANTONIO DO TAUA,2
150710 SAO CAETANO DE ODIVELAS,7
150715 SAO DOMINGOS DO ARAGUAIA,26
150720 SAO DOMINGOS DO CAPIM,26
150730 SAO FELIX DO XINGU,14
150740 SAO FRANCISCO DO PARA,3
150745 SAO GERALDO DO ARAGUAIA,6
150747 SAO JOAO DE PIRABAS,102
150750 SAO JOAO DO ARAGUAIA,104
150760 SAO MIGUEL DO GUAMA,9
150775 SAPUCAIA,10
150780 SENADOR JOSE PORFIRIO,62
150790 SOURE,15
150795 TAILANDIA,87
150796 TERRA ALTA,8
150800 TOME-ACU,114
150803 TRACUATEUA,11
150805 TRAIRAO,2
150808 TUCUMA,34
150810 TUCURUI,40
150812 ULIANOPOLIS,6
150815 URUARA,10
150830 VISEU,15
150835 VITORIA DO XINGU,191
150840 XINGUARA,244
160005 SERRA DO NAVIO,21
160010 AMAPA,1
160015 PEDRA BRANCA DO AMAPARI,88
160020 CALCOENE,4
160021 CUTIAS,1
160025 ITAUBAL,2
160027 LARANJAL DO JARI,338
160030 MACAPA,620
160040 MAZAGAO,2
160050 OIAPOQUE,81
160053 PORTO GRANDE,6
160060 SANTANA,58
160070 TARTARUGALZINHO,7
160080 VITORIA DO JARI,1
170025 ABREULANDIA,7
170030 AGUIARNOPOLIS,3
170035 ALIANCA DO TOCANTINS,7
170040 ALMAS,13
170070 ALVORADA,22
170100 ANANAS,4
170105 ANGICO,1
170110 APARECIDA DO RIO NEGRO,4
170190 ARAGUACEMA,4
170200 ARAGUACU,1
170210 ARAGUAINA,284
170215 ARAGUANA,1
170220 ARAGUATINS,14
170230 ARAPOEMA,25
170240 ARRAIAS,116
170255 AUGUSTINOPOLIS,20
170270 AURORA DO TOCANTINS,6
170290 AXIXA DO TOCANTINS,8
170300 BABACULANDIA,5
170305 BANDEIRANTES DO TOCANTINS,2
170307 BARRA DO OURO,4
170310 BARROLANDIA,65
170330 BOM JESUS DO TOCANTINS,1
170370 BREJINHO DE NAZARE,9
170380 BURITI DO TOCANTINS,3
170382 CACHOEIRINHA,13
170384 CAMPOS LINDOS,2
170386 CARIRI DO TOCANTINS,32
170388 CARMOLANDIA,8
170389 CARRASCO BONITO,3
170390 CASEARA,5
170510 CHAPADA DA NATIVIDADE,17
170550 COLINAS DO TOCANTINS,72
170555 COMBINADO,3
170560 CONCEICAO DO TOCANTINS,5
170600 COUTO MAGALHAES,1
170610 CRISTALANDIA,14
170625 CRIXAS DO TOCANTINS,6
170650 DARCINOPOLIS,1
170700 DIANOPOLIS,365
170710 DIVINOPOLIS DO TOCANTINS,3
170720 DOIS IRMAOS DO TOCANTINS,18
170740 ESPERANTINA,7
170755 FATIMA,4
170765 FIGUEIROPOLIS,7
170770 FILADELFIA,5
170820 FORMOSO DO ARAGUAIA,24
170830 GOIANORTE,1
170900 GOIATINS,11
170930 GUARAI,37
170950 GURUPI,260
170980 IPUEIRAS,1
171050 ITACAJA,10
171070 ITAGUATINS,17
171150 JAU DO TOCANTINS,15
171180 JUARINA,2
171190 LAGOA DA CONFUSAO,6
171195 LAGOA DO TOCANTINS,5
171215 LAVANDEIRA,3
171245 LUZINOPOLIS,4
171250 MARIANOPOLIS DO TOCANTINS,2
171270 MATEIROS,4
171280 MAURILANDIA DO TOCANTINS,2
171320 MIRACEMA DO TOCANTINS,9
171330 MIRANORTE,12
171360 MONTE DO CARMO,15
171370 MONTE SANTO DO TOCANTINS,1
171380 PALMEIRAS DO TOCANTINS,4
171420 NATIVIDADE,12
171430 NAZARE,1
171488 NOVA OLINDA,14
171500 NOVA ROSALANDIA,2
171510 NOVO ACORDO,3
171515 NOVO ALEGRE,5
171525 NOVO JARDIM,119
171550 OLIVEIRA DE FATIMA,14
171570 PALMEIRANTE,2
171575 PALMEIROPOLIS,33
171610 PARAISO DO TOCANTINS,267
171620 PARANA,3
171630 PAU D'ARCO,6
171650 PEDRO AFONSO,15
171660 PEIXE,7
171665 PEQUIZEIRO,4
171670 COLMEIA,2
171700 PINDORAMA DO TOCANTINS,4
171720 PIRAQUE,2
171750 PIUM,111
171780 PONTE ALTA DO BOM JESUS,20
171790 PONTE ALTA DO TOCANTINS,11
171800 PORTO ALEGRE DO TOCANTINS,6
171820 PORTO NACIONAL,99
171830 PRAIA NORTE,14
171840 PRESIDENTE KENNEDY,6
171845 PUGMIL,13
171850 RECURSOLANDIA,6
171855 RIACHINHO,3
171865 RIO DA CONCEICAO,46
171870 RIO DOS BOIS,1
171875 RIO SONO,26
171884 SANDOLANDIA,2
171886 SANTA FE DO ARAGUAIA,3
171888 SANTA MARIA DO TOCANTINS,1
171889 SANTA RITA DO TOCANTINS,3
171890 SANTA ROSA DO TOCANTINS,1
171900 SANTA TEREZA DO TOCANTINS,5
172000 SANTA TEREZINHA DO TOCANTINS,1
172010 SAO BENTO DO TOCANTINS,25
172020 SAO MIGUEL DO TOCANTINS,4
172030 SAO SEBASTIAO DO TOCANTINS,3
172049 SAO VALERIO,28
172065 SILVANOPOLIS,3
172080 SITIO NOVO DO TOCANTINS,15
172090 TAGUATINGA,12
172093 TAIPAS DO TOCANTINS,10
172097 TALISMA,29
172100 PALMAS,500
172120 TOCANTINOPOLIS,48
172125 TUPIRAMA,2
172130 TUPIRATINS,5
172208 WANDERLANDIA,2
172210 XAMBIOA,1
210005 ACAILANDIA,18
210015 AGUA DOCE DO MARANHAO,3
210020 ALCANTARA,1
210030 ALDEIAS ALTAS,32
210047 ALTO ALEGRE DO PINDARE,11
210050 ALTO PARNAIBA,19
210055 AMAPA DO MARANHAO,2
210060 AMARANTE DO MARANHAO,40
210070 ANAJATUBA,6
210080 ANAPURUS,3
210083 APICUM-ACU,13
210087 ARAGUANA,1
210090 ARAIOSES,4
210095 ARAME,8
210100 ARARI,66
210110 AXIXA,2
210120 BACABAL,92
210125 BACABEIRA,8
210130 BACURI,4
210140 BALSAS,84
210150 BARAO DE GRAJAU,7
210160 BARRA DO CORDA,92
210170 BARREIRINHAS,5
210173 BELAGUA,2
210177 BELA VISTA DO MARANHAO,1
210180 BENEDITO LEITE,1
210190 BEQUIMAO,6
210193 BERNARDO DO MEARIM,1
210197 BOA VISTA DO GURUPI,1
210203 BOM JESUS DAS SELVAS,4
210207 BOM LUGAR,7
210215 BREJO DE AREIA,2
210220 BURITI,1
210232 BURITICUPU,6
210235 BURITIRANA,4
210240 CAJAPIO,1
210255 CAMPESTRE DO MARANHAO,13
210260 CANDIDO MENDES,1
210270 CANTANHEDE,9
210275 CAPINZAL DO NORTE,3
210280 CAROLINA,12
210290 CARUTAPERA,6
210300 CAXIAS,52
210312 CENTRAL DO MARANHAO,1
210315 CENTRO DO GUILHERME,1
210317 CENTRO NOVO DO MARANHAO,1
210320 CHAPADINHA,110
210325 CIDELANDIA,8
210330 CODO,10
210340 COELHO NETO,13
210350 COLINAS,11
210360 COROATA,4
210370 CURURUPU,7
210375 DAVINOPOLIS,18
210380 DOM PEDRO,3
210390 DUQUE BACELAR,3
210400 ESPERANTINOPOLIS,4
210405 ESTREITO,15
210407 FEIRA NOVA DO MARANHAO,17
210408 FERNANDO FALCAO,2
210409 FORMOSA DA SERRA NEGRA,10
210410 FORTALEZA DOS NOGUEIRAS,4
210420 FORTUNA,2
210440 GONCALVES DIAS,28
210450 GOVERNADOR ARCHER,7
210455 GOVERNADOR EDISON LOBAO,34
210460 GOVERNADOR EUGENIO BARROS,119
210462 GOVERNADOR LUIZ ROCHA,1
210465 GOVERNADOR NEWTON BELLO,5
210467 GOVERNADOR NUNES FREIRE,1
210470 GRACA ARANHA,1
210480 GRAJAU,20
210490 GUIMARAES,1
210500 HUMBERTO DE CAMPOS,1
210510 ICATU,2
210515 IGARAPE DO MEIO,2
210520 IGARAPE GRANDE,4
210530 IMPERATRIZ,287
210540 ITAPECURU MIRIM,10
210542 ITINGA DO MARANHAO,43
210545 JATOBA,1
210547 JENIPAPO DOS VIEIRAS,1
210550 JOAO LISBOA,4
210560 JOSELANDIA,25
210570 LAGO DA PEDRA,3
210580 LAGO DO JUNCO,14
210590 LAGO VERDE,2
210596 LAGOA GRANDE DO MARANHAO,1
210598 LAJEADO NOVO,30
210600 LIMA CAMPOS,1
210610 LORETO,13
210620 LUIS DOMINGUES,1
210632 MARACACUME,3
210637 MARANHAOZINHO,4
210640 MATA ROMA,6
210660 MATOES,30
210663 MATOES DO NORTE,3
210675 MIRANDA DO NORTE,22
210680 MIRINZAL,3
210690 MONCAO,3
210700 MONTES ALTOS,2
210720 NINA RODRIGUES,2
210725 NOVA COLINAS,1
210730 NOVA IORQUE,4
210735 NOVA OLINDA DO MARANHAO,2
210740 OLHO D'AGUA DAS CUNHAS,4
210750 PACO DO LUMIAR,75
210770 PARAIBANO,40
210780 PARNARAMA,3
210790 PASSAGEM FRANCA,2
210800 PASTOS BONS,1
210805 PAULINO NEVES,2
210810 PAULO RAMOS,2
210820 PEDREIRAS,193
210825 PEDRO DO ROSARIO,3
210830 PENALVA,7
210845 PERITORO,1
210850 PINDARE-MIRIM,5
210860 PINHEIRO,167
210870 PIO XII,8
210880 PIRAPEMAS,1
210890 POCAO DE PEDRAS,6
210900 PORTO FRANCO,12
210905 PORTO RICO DO MARANHAO,4
210910 PRESIDENTE DUTRA,8
210920 PRESIDENTE JUSCELINO,1
210927 PRESIDENTE SARNEY,14
210930 PRESIDENTE VARGAS,5
210945 RAPOSA,18
210950 RIACHAO,18
210955 RIBAMAR FIQUENE,17
210960 ROSARIO,9
210980 SANTA HELENA,112
210990 SANTA INES,42
211000 SANTA LUZIA,153
211003 SANTA LUZIA DO PARUA,1
211010 SANTA QUITERIA DO MARANHAO,1
211020 SANTA RITA,4
211023 SANTANA DO MARANHAO,1
211027 SANTO AMARO DO MARANHAO,1
211040 SAO BENEDITO DO RIO PRETO,4
211050 SAO BENTO,2
211060 SAO BERNARDO,3
211065 SAO DOMINGOS DO AZEITAO,2
211080 SAO FELIX DE BALSAS,1
211085 SAO FRANCISCO DO BREJAO,70
211090 SAO FRANCISCO DO MARANHAO,5
211100 SAO JOAO BATISTA,1
211102 SAO JOAO DO CARU,2
211105 SAO JOAO DO PARAISO,6
211110 SAO JOAO DOS PATOS,8
211120 SAO JOSE DE RIBAMAR,133
211130 SAO LUIS,1503
211140 SAO LUIS GONZAGA DO MARANHAO,8
211150 SAO MATEUS DO MARANHAO,21
211153 SAO PEDRO DA AGUA BRANCA,17
211157 SAO PEDRO DOS CRENTES,49
211160 SAO RAIMUNDO DAS MANGABEIRAS,4
211170 SAO VICENTE FERRER,1
211172 SATUBINHA,10
211176 SENADOR LA ROCQUE,1
211180 SITIO NOVO,97
211190 SUCUPIRA DO NORTE,30
211200 TASSO FRAGOSO,34
211210 TIMBIRAS,2
211220 TIMON,251
211223 TRIZIDELA DO VALE,24
211230 TUNTUM,1
211240 TURIACU,1
211245 TURILANDIA,80
211250 TUTOIA,3
211260 URBANO SANTOS,21
211270 VARGEM GRANDE,2
211285 VILA NOVA DOS MARTIRIOS,5
211290 VITORIA DO MEARIM,6
211300 VITORINO FREIRE,4
211400 ZE DOCA,2
220005 ACAUA,2
220010 AGRICOLANDIA,3
220020 AGUA BRANCA,61
220025 ALAGOINHA DO PIAUI,1
220030 ALTO LONGA,10
220040 ALTOS,33
220045 ALVORADA DO GURGUEIA,1
220050 AMARANTE,16
220060 ANGICAL DO PIAUI,1
220080 ANTONIO ALMEIDA,1
220100 ARRAIAL,12
220105 ASSUNCAO DO PIAUI,3
220115 BAIXA GRANDE DO RIBEIRO,46
220117 BARRA D'ALCANTARA,28
220120 BARRAS,4
220140 BARRO DURO,57
220150 BATALHA,1
220155 BELA VISTA DO PIAUI,2
220157 BELEM DO PIAUI,6
220160 BENEDITINOS,16
220173 BETANIA DO PIAUI,5
220190 BOM JESUS,76
220191 BOM PRINCIPIO DO PIAUI,13
220192 BONFIM DO PIAUI,1
220196 BRASILEIRA,2
220198 BREJO DO PIAUI,1
220200 BURITI DOS LOPES,11
220202 BURITI DOS MONTES,2
220205 CABECEIRAS DO PIAUI,1
220207 CAJAZEIRAS DO PIAUI,1
220210 CAMPINAS DO PIAUI,10
220211 CAMPO ALEGRE DO FIDALGO,1
220220 CAMPO MAIOR,13
220230 CANTO DO BURITI,26
220240 CAPITAO DE CAMPOS,1
220245 CAPITAO GERVASIO OLIVEIRA,24
220253 CARAUBAS DO PIAUI,7
220255 CARIDADE DO PIAUI,1
220260 CASTELO DO PIAUI,1
220265 CAXINGO,4
220270 COCAL,3
220271 COCAL DE TELHA,2
220272 COCAL DOS ALVES,2
220273 COIVARAS,13
220275 COLONIA DO GURGUEIA,1
220277 COLONIA DO PIAUI,13
220285 CORONEL JOSE DIAS,17
220290 CORRENTE,16
220310 CRISTINO CASTRO,2
220320 CURIMATA,3
220323 CURRAIS,7
220325 CURRALINHOS,5
220330 DEMERVAL LOBAO,6
220335 DIRCEU ARCOVERDE,1
220345 DOM INOCENCIO,8
220350 ELESBAO VELOSO,6
220360 ELISEU MARTINS,1
220370 ESPERANTINA,64
220375 FARTURA DO PIAUI,6
220380 FLORES DO PIAUI,4
220390 FLORIANO,11
220410 FRANCISCO AYRES,2
220415 FRANCISCO MACEDO,2
220435 GEMINIANO,1
220440 GILBUES,1
220450 GUADALUPE,60
220455 GUARIBAS,20
220460 HUGO NAPOLEAO,4
220465 ILHA GRANDE,4
220470 INHUMA,42
220480 IPIRANGA DO PIAUI,1
220500 ITAINOPOLIS,2
220520 JAICOS,5
220525 JARDIM DO MULATO,2
220527 JATOBA DO PIAUI,4
220530 JERUMENHA,11
220535 JOAO COSTA,3
220540 JOAQUIM PIRES,3
220550 JOSE DE FREITAS,13
220551 JUAZEIRO DO PIAUI,2
220552 JULIO BORGES,3
220553 JUREMA,34
220556 LAGOA DO BARRO DO PIAUI,2
220558 LAGOA DO PIAUI,5
220559 LAGOA DO SITIO,3
220560 LANDRI SALES,1
220570 LUIS CORREIA,271
220580 LUZILANDIA,1
220595 MARCOLANDIA,6
220600 MARCOS PARENTE,25
220605 MASSAPE DO PIAUI,1
220610 MATIAS OLIMPIO,2
220620 MIGUEL ALVES,4
220630 MIGUEL LEAO,17
220635 MILTON BRANDAO,2
220640 MONSENHOR GIL,6
220665 MORRO CABECA NO TEMPO,56
220667 MORRO DO CHAPEU DO PIAUI,1
220672 NAZARIA,17
220675 NOSSA SENHORA DE NAZARE,2
220680 NOSSA SENHORA DOS REMEDIOS,4
220690 NOVO ORIENTE DO PIAUI,7
220695 NOVO SANTO ANTONIO,2
220700 OEIRAS,95
220710 OLHO D'AGUA DO PIAUI,4
220720 PADRE MARCOS,2
220735 PAJEU DO PIAUI,2
220740 PALMEIRA DO PIAUI,2
220750 PALMEIRAIS,1
220755 PAQUETA,4
220760 PARNAGUA,14
220770 PARNAIBA,752
220779 PAU D'ARCO DO PIAUI,6
220780 PAULISTANA,3
220785 PAVUSSU,1
220790 PEDRO II,1
220795 NOVA SANTA RITA,1
220800 PICOS,19
220810 PIMENTEIRAS,3
220820 PIO IX,21
220830 PIRACURUCA,3
220840 PIRIPIRI,8
220855 PORTO ALEGRE DO PIAUI,2
220880 REGENERACAO,16
220885 RIACHO FRIO,5
220890 RIBEIRO GONCALVES,16
220920 SANTA FILOMENA,4
220937 SANTA ROSA DO PIAUI,1
220945 SANTO ANTONIO DOS MILAGRES,2
220950 SANTO INACIO DO PIAUI,1
220955 SAO BRAZ DO PIAUI,1
220960 SAO FELIX DO PIAUI,3
220980 SAO GONCALO DO PIAUI,3
220990 SAO JOAO DA SERRA,47
220995 SAO JOAO DA VARJOTA,6
220997 SAO JOAO DO ARRAIAL,20
221000 SAO JOAO DO PIAUI,24
221005 SAO JOSE DO DIVINO,1
221020 SAO JOSE DO PIAUI,1
221050 SAO PEDRO DO PIAUI,21
221060 SAO RAIMUNDO NONATO,16
221062 SEBASTIAO BARROS,1
221063 SEBASTIAO LEAL,1
221070 SIMOES,26
221080 SIMPLICIO MENDES,20
221090 SOCORRO DO PIAUI,1
221095 TAMBORIL DO PIAUI,5
221097 TANQUE DO PIAUI,8
221100 TERESINA,4948
221110 UNIAO,9
221120 URUCUI,2
221130 VALENCA DO PIAUI,70
221135 VARZEA BRANCA,2
221140 VARZEA GRANDE,2
221160 VILA NOVA DO PIAUI,1
230010 ABAIARA,7
230015 ACARAPE,1
230020 ACARAU,15
230030 ACOPIARA,6
230040 AIUABA,17
230050 ALCANTARAS,38
230060 ALTANEIRA,1
230070 ALTO SANTO,9
230075 AMONTADA,3
230080 ANTONINA DO NORTE,3
230090 APUIARES,3
230100 AQUIRAZ,26
230110 ARACATI,72
230120 ARACOIABA,8
230125 ARARENDA,1
230140 ARATUBA,5
230150 ARNEIROZ,3
230160 ASSARE,4
230170 AURORA,7
230185 BANABUIU,13
230190 BARBALHA,14
230195 BARREIRA,3
230200 BARRO,8
230205 BARROQUINHA,4
230210 BATURITE,8
230220 BEBERIBE,7
230230 BELA CRUZ,302
230240 BOA VIAGEM,99
230250 BREJO SANTO,1778
230260 CAMOCIM,198
230270 CAMPOS SALES,3
230280 CANINDE,5
230290 CAPISTRANO,26
230310 CARIRE,24
230320 CARIRIACU,1
230330 CARIUS,49
230340 CARNAUBAL,4
230350 CASCAVEL,12
230360 CATARINA,2
230365 CATUNDA,6
230370 CAUCAIA,470
230380 CEDRO,5
230390 CHAVAL,1
230393 CHORO,1
230395 CHOROZINHO,2
230400 COREAU,8
230410 CRATEUS,1
230420 CRATO,151
230423 CROATA,3
230425 CRUZ,78
230426 DEPUTADO IRAPUAN PINHEIRO,3
230427 ERERE,8
230428 EUSEBIO,41
230430 FARIAS BRITO,3
230435 FORQUILHA,2
230440 FORTALEZA,4963
230445 FORTIM,5
230450 FRECHEIRINHA,2
230460 GENERAL SAMPAIO,1
230465 GRACA,5
230470 GRANJA,2
230490 GROAIRAS,273
230495 GUAIUBA,6
230500 GUARACIABA DO NORTE,9
230510 GUARAMIRANGA,1
230520 HIDROLANDIA,1
230523 HORIZONTE,13
230526 IBARETAMA,7
230530 IBIAPINA,2
230533 IBICUITINGA,9
230535 ICAPUI,2
230540 ICO,39
230550 IGUATU,22
230560 INDEPENDENCIA,51
230565 IPAPORANGA,6
230570 IPAUMIRIM,61
230580 IPU,3
230590 IPUEIRAS,12
230600 IRACEMA,4
230610 IRAUCUBA,3
230620 ITAICABA,18
230625 ITAITINGA,14
230630 ITAPAGE,2
230640 ITAPIPOCA,13
230650 ITAPIUNA,3
230655 ITAREMA,54
230660 ITATIRA,2
230670 JAGUARETAMA,295
230680 JAGUARIBARA,97
230690 JAGUARIBE,1099
230700 JAGUARUANA,4
230710 JARDIM,5
230720 JATI,62
230725 JIJOCA DE JERICOACOARA,90
230730 JUAZEIRO DO NORTE,95
230740 JUCAS,2
230750 LAVRAS DA MANGABEIRA,1
230760 LIMOEIRO DO NORTE,536
230763 MADALENA,14
230765 MARACANAU,88
230770 MARANGUAPE,28
230780 MARCO,134
230810 MAURITI,58
230820 MERUOCA,8
230830 MILAGRES,4
230835 MILHA,2
230837 MIRAIMA,4
230840 MISSAO VELHA,14
230850 MOMBACA,9
230860 MONSENHOR TABOSA,81
230870 MORADA NOVA,35
230880 MORAUJO,5
230890 MORRINHOS,9
230900 MUCAMBO,10
230910 MULUNGU,2
230920 NOVA OLINDA,2
230930 NOVA RUSSAS,20
230940 NOVO ORIENTE,6
230945 OCARA,4
230950 OROS,2
230960 PACAJUS,35
230970 PACATUBA,27
231000 PALHANO,11
231010 PALMACIA,2
231020 PARACURU,8
231025 PARAIPABA,5
231030 PARAMBU,21
231040 PARAMOTI,7
231050 PEDRA BRANCA,42
231060 PENAFORTE,38
231070 PENTECOSTE,4
231080 PEREIRO,10
231085 PINDORETAMA,5
231090 PIQUET CARNEIRO,4
231100 PORANGA,7
231110 PORTEIRAS,234
231120 POTENGI,1
231123 POTIRETAMA,10
231126 QUITERIANOPOLIS,7
231130 QUIXADA,10
231135 QUIXELO,3
231140 QUIXERAMOBIM,292
231150 QUIXERE,159
231160 REDENCAO,2
231170 RERIUTABA,8
231180 RUSSAS,23
231190 SABOEIRO,1
231195 SALITRE,1
231210 SANTANA DO CARIRI,6
231220 SANTA QUITERIA,7
231230 SAO BENEDITO,4
231240 SAO GONCALO DO AMARANTE,6
231250 SAO JOAO DO JAGUARIBE,17
231260 SAO LUIS DO CURU,1
231270 SENADOR POMPEU,1
231280 SENADOR SA,7
231290 SOBRAL,161
231300 SOLONOPOLE,2
231310 TABULEIRO DO NORTE,315
